query_description,query_code,true_usda_code,candidate_description,candidate_code,candidate_usda_code,forward_similarity,backward_similarity,is_correct_match
"short loin 0x1, nebraska (sel angus)",15021875,174 3 Loin short loin 0x1_Select,"short loin 0x1, iowapremium (black angus",15021163,NOT_FOUND,0.7233593463897705,0.7233594488807973,False
"short loin 0x1, nebraska (sel angus)",15021875,174 3 Loin short loin 0x1_Select,"short loin 0x1, upper iowa (ch)",15023334,NOT_FOUND,0.7119211554527283,0.7119211916261414,False
"short loin 0x1, nebraska (sel angus)",15021875,174 3 Loin short loin 0x1_Select,"short loin 0x1, national (sel)",15021025,NOT_FOUND,0.7101927399635315,0.7101923370432424,False
"short loin, 0+1, ch",144012,174 3 Short loin Choice,"short loin 0x1, (ch)",15029984,NOT_FOUND,0.8850492238998413,0.8850488443985067,False
"short loin, 0+1, ch",144012,174 3 Short loin Choice,"short loins, ch",144016,NOT_FOUND,0.766638457775116,0.7666382678258188,False
"short loin, 0+1, ch",144012,174 3 Short loin Choice,"short loin 0x1, greateromaha (ch)",15021004,NOT_FOUND,0.7502685189247131,0.7502684935573607,False
"short loin, 0+1, ch",144012,174 3 Short loin Choice,"short loin 0x1, national (ch)",15021024,NOT_FOUND,0.7493482232093811,0.7493487074512952,False
"short loin, 0+1, ch",144012,174 3 Short loin Choice,"short loin 0x1, ibp (ch)",15023574,174 3 Short loin Choice,0.7239379286766052,0.7239380309551633,True
"sirloin flap meat, ch",140006,185 A 4 Bottom sirloin or “flap meat”,"flap meat (sirloin), jbs",207900008,NOT_FOUND,0.8896640539169312,0.8896633913577104,False
"sirloin flap meat, ch",140006,185 A 4 Bottom sirloin or “flap meat”,"flap meat (sirloin), national (ch)",15181024,NOT_FOUND,0.8860476016998291,0.8860474677314341,False
"sirloin flap meat, ch",140006,185 A 4 Bottom sirloin or “flap meat”,"flap meat (sirloin), ibp (ch)",15183574,185 A 4 Bottom sirloin or “flap meat”,0.8665871620178223,0.8665867323247902,True
"sirloin flap meat, ch",140006,185 A 4 Bottom sirloin or “flap meat”,"flap meat (sirloin), heritage",15184956,NOT_FOUND,0.841581404209137,0.8415810526422736,False
"sirloin flap meat, ch",140006,185 A 4 Bottom sirloin or “flap meat”,"flap meat (sirloin), harmony",15184496,NOT_FOUND,0.8385611772537231,0.838561010552877,False
"sirloin top butt, ch",144008,184B 3 Loin top butt CC_Choice,"top sirloin butt xt, (ch)",15109984,NOT_FOUND,0.8980526924133301,0.8980528517210433,False
"sirloin top butt, ch",144008,184B 3 Loin top butt CC_Choice,"sirloin top butt, ch, cs lot",144007,NOT_FOUND,0.8521539568901062,0.8521541797303718,False
"sirloin top butt, ch",144008,184B 3 Loin top butt CC_Choice,"sirloin top butt, nr, cs lot",144017,NOT_FOUND,0.8342082500457764,0.8342082655015765,False
"sirloin top butt, ch",144008,184B 3 Loin top butt CC_Choice,"top sirloin butt xt, greateromaha (ch)",15101004,NOT_FOUND,0.8240122199058533,0.824012256467043,False
"sirloin top butt, ch",144008,184B 3 Loin top butt CC_Choice,"top sirloin butt xt, national (ch)",15101024,NOT_FOUND,0.8236728310585022,0.8236729779953544,False
"spareribs (medium) vp, pork ibp",45011010,Trimmed pork sparerib MED,"spareribs (medium) 1pc vp, pork ibp",45111010,NOT_FOUND,0.9681833386421204,0.9681834387589978,False
"spareribs (medium) vp, pork ibp",45011010,Trimmed pork sparerib MED,"spareribs (light) vp, pork ibp",45001010,NOT_FOUND,0.9402215480804443,0.9402212910552527,False
"spareribs (medium) vp, pork ibp",45011010,Trimmed pork sparerib MED,"spareribs (light) vp 2pk, pork ibp",45213570,NOT_FOUND,0.8897053003311157,0.8897053442158336,False
"spareribs (medium) vp, pork ibp",45011010,Trimmed pork sparerib MED,"spareribs (medium) vp, pork premium iowa",45011940,NOT_FOUND,0.8658565878868103,0.8658568517517717,False
"spareribs (medium) vp, pork ibp",45011010,Trimmed pork sparerib MED,"spareribs (medium) vp, pork, wholestone",45031080,NOT_FOUND,0.85799640417099,0.8579964194988952,False
"strip loin bnls 0x1, ibp (ch)",15041014,180 3 Strip loin,"strip loin bnls 0x1, ibp (sel)",15043575,NOT_FOUND,0.9368699789047241,0.9368696021280116,False
"strip loin bnls 0x1, ibp (ch)",15041014,180 3 Strip loin,"strip loin bnls 0x1, ibp (n/r)",15041010,NOT_FOUND,0.9137496948242188,0.9137493985964578,False
"strip loin bnls 0x1, ibp (ch)",15041014,180 3 Strip loin,"strip loin bnls 0x1, (ch)",15049984,NOT_FOUND,0.8944191336631775,0.8944186748255221,False
"strip loin bnls 0x1, ibp (ch)",15041014,180 3 Strip loin,"strip loin bnls 0x1, ibp (cangus)",15043572,NOT_FOUND,0.883155882358551,0.8831560868111694,False
"strip loin bnls 0x1, ibp (ch)",15041014,180 3 Strip loin,"strip loin bnls 0x1, national (ch)",15041024,NOT_FOUND,0.8309256434440613,0.8309254108787258,False
"strip loin bnls 0x1, nebraska (ch)",15041874,175 3 Loin strip loin 1x1_Choice,"strip loin bnls 0x1, nebraska (sel)",15041875,180 3 Loin strip bnls 0x1_Choice,0.9557170867919922,0.9557171780430256,False
"strip loin bnls 0x1, nebraska (ch)",15041874,175 3 Loin strip loin 1x1_Choice,"strip loin bnls 1x1, nebraska (n/r)",15071876,NOT_FOUND,0.9261786341667175,0.9261787697950489,False
"strip loin bnls 0x1, nebraska (ch)",15041874,175 3 Loin strip loin 1x1_Choice,"strip loin bnls 0x1, upper iowa (ch)",15043334,NOT_FOUND,0.8985098600387573,0.8985096429685409,False
"strip loin bnls 0x1, nebraska (ch)",15041874,175 3 Loin strip loin 1x1_Choice,"strip loin bnls 0x1, iowa premium (ch)",15041164,NOT_FOUND,0.8762028813362122,0.8762030732469245,False
"strip loin bnls 0x1, nebraska (ch)",15041874,175 3 Loin strip loin 1x1_Choice,"strip loin bnls 0x1, national (ch)",15041024,NOT_FOUND,0.8644856810569763,0.8644858591439427,False
"strip loin bnls 0x1, nebraska (sel)",15041875,180 3 Loin strip bnls 0x1_Choice,"strip loin bnls 0x1, nebraska (ch)",15041874,175 3 Loin strip loin 1x1_Choice,0.9557172656059265,0.9557172365572446,False
"strip loin bnls 0x1, nebraska (sel)",15041875,180 3 Loin strip bnls 0x1_Choice,"strip loin bnls 1x1, nebraska (n/r)",15071876,NOT_FOUND,0.9173266291618347,0.9173267153105003,False
"strip loin bnls 0x1, nebraska (sel)",15041875,180 3 Loin strip bnls 0x1_Choice,"strip loin bnls 0x1, upper iowa (ch)",15043334,NOT_FOUND,0.8424347639083862,0.842434737103726,False
"strip loin bnls 0x1, nebraska (sel)",15041875,180 3 Loin strip bnls 0x1_Choice,"strip loin bnls 0x1, iowa premium (ch)",15041164,NOT_FOUND,0.8270878195762634,0.8270874644351837,False
"strip loin bnls 0x1, nebraska (sel)",15041875,180 3 Loin strip bnls 0x1_Choice,"strip loin bnls 0x1, national (ch)",15041024,NOT_FOUND,0.8260526061058044,0.8260524753212823,False
"strip loin ny, 0+1, ch",144010,180 3 Strip loin,"strip loin #2, ch",144020,NOT_FOUND,0.759316623210907,0.7593170416383197,False
"strip loin ny, 0+1, ch",144010,180 3 Strip loin,"strip loin, angus, ch, 0+1",143010,NOT_FOUND,0.7281506657600403,0.7281509206684056,False
"strip loin ny, 0+1, ch",144010,180 3 Strip loin,"strip loin, process, 0+1, ch",144011,NOT_FOUND,0.7196158766746521,0.7196160801899225,False
"strip loin ny, 0+1, ch",144010,180 3 Strip loin,"strip loin bnls 0x1, (ch)",15049984,NOT_FOUND,0.7041805982589722,0.7041806246577947,False
"strip loin ny, 0+1, ch",144010,180 3 Strip loin,"strip loin bnls 0x1, demkota (ch)",15041174,NOT_FOUND,0.6599319577217102,0.6599315638549458,False
"tenderloin psmo, ibp (ch)",15221014,189a Psmo tenderloin,"tenderloin psmo, ibp (prime)",15221011,NOT_FOUND,0.8698727488517761,0.8698725973125778,False
"tenderloin psmo, ibp (ch)",15221014,189a Psmo tenderloin,"tenderloin psmo, ibp (cangus)",15221012,NOT_FOUND,0.8154796361923218,0.8154798726518055,False
"tenderloin psmo, ibp (ch)",15221014,189a Psmo tenderloin,"tenderloin psmo, national (ch)",15221024,NOT_FOUND,0.7718366384506226,0.7718367091683748,False
"tenderloin psmo, ibp (ch)",15221014,189a Psmo tenderloin,"tenderloin psmo, iowa premium (ch)",15221164,NOT_FOUND,0.6751038432121277,0.6751035602685332,False
"tenderloin psmo, ibp (ch)",15221014,189a Psmo tenderloin,"tenderloin psmo, national a b (ch_angus)",15225723,189A 4 Loin tndrloin trmdheavy_Choice,0.6418059468269348,0.6418062189802858,False
"tenderloin psmo, national a b (ch_angus)",15225723,189A 4 Loin tndrloin trmdheavy_Choice,"tenderloin psmo, national (ch)",15221024,NOT_FOUND,0.8073309659957886,0.8073308908867503,False
"tenderloin psmo, national a b (ch_angus)",15225723,189A 4 Loin tndrloin trmdheavy_Choice,"tenderloin psmo, nb angus gold (n/r)",15421876,NOT_FOUND,0.7493842840194702,0.7493842327495828,False
"tenderloin psmo, national a b (ch_angus)",15225723,189A 4 Loin tndrloin trmdheavy_Choice,"tenderloin psmo, ibp (ch)",15221014,189a Psmo tenderloin,0.6418059468269348,0.6418062354567109,False
"tenderloin psmo, national a b (ch_angus)",15225723,189A 4 Loin tndrloin trmdheavy_Choice,"beef tenderloin, psmo, #2, ch",140021,NOT_FOUND,0.6383085250854492,0.638308580606845,False
"tenderloin psmo, national a b (ch_angus)",15225723,189A 4 Loin tndrloin trmdheavy_Choice,"tenderloin psmo, iowa premium (ch)",15221164,NOT_FOUND,0.6315615773200989,0.6315615698217083,False
"top round-17-20# caselo, ch",174171,168 3 top round inside XT,"top round, ch, 17-20#",174170,NOT_FOUND,0.8754353523254395,0.8754356331077703,False
"top round-17-20# caselo, ch",174171,168 3 top round inside XT,prime top round-17-20#caselo,171171,NOT_FOUND,0.8571991324424744,0.8571993625007884,False
"top round-17-20# caselo, ch",174171,168 3 top round inside XT,cornedbf ckd thm top round 2/8#,1832642,NOT_FOUND,0.6422604322433472,0.6422603074585072,False
"top round-17-20# caselo, ch",174171,168 3 top round inside XT,"eye of round, ch, 3-6#",174360,171 C 3 Eye of round,0.5941718220710754,0.5941720419937528,False
"top round-17-20# caselo, ch",174171,168 3 top round inside XT,trky whl 16-20# jen-z,1800115,NOT_FOUND,0.5864538550376892,0.5864540076603342,False
"top sirloin butt xt, ibp (ch)",15103574,184 3 Top butt bnls,"top sirloin butt xt, (ch)",15109984,NOT_FOUND,0.9062564969062805,0.9062566304827133,False
"top sirloin butt xt, ibp (ch)",15103574,184 3 Top butt bnls,"top sirloin butt xt, ibp (prime)",15101011,NOT_FOUND,0.9013890624046326,0.9013890492187578,False
"top sirloin butt xt, ibp (ch)",15103574,184 3 Top butt bnls,"top sirloin butt xt, ibp (cangus)",15101012,NOT_FOUND,0.8949796557426453,0.894979313016883,False
"top sirloin butt xt, ibp (ch)",15103574,184 3 Top butt bnls,"top sirloin butt xt, national (ch)",15101024,NOT_FOUND,0.8696286082267761,0.869628443363741,False
"top sirloin butt xt, ibp (ch)",15103574,184 3 Top butt bnls,"top sirloin butt xt, greateromaha (ch)",15101004,NOT_FOUND,0.8469318151473999,0.8469313204299507,False
"top sirloin butt, ibp star ranch (ch_ang",15103563,184B 3 Loin top butt CC_Choice,"sirloin top butt, ch",144008,184B 3 Loin top butt CC_Choice,0.7228647470474243,0.722865162191188,True
"top sirloin butt, ibp star ranch (ch_ang",15103563,184B 3 Loin top butt CC_Choice,"top sirloin butt xt, ibp (cangus)",15101012,NOT_FOUND,0.7207418084144592,0.7207422443478373,False
"top sirloin butt, ibp star ranch (ch_ang",15103563,184B 3 Loin top butt CC_Choice,"top sirloin butt xt, ibp (ch)",15103574,184 3 Top butt bnls,0.7199085354804993,0.7199085241360075,False
"top sirloin butt, ibp star ranch (ch_ang",15103563,184B 3 Loin top butt CC_Choice,"top sirloin butt xt, black mountain (ch)",15103794,NOT_FOUND,0.7075719237327576,0.7075719761800937,False
"top sirloin butt, ibp star ranch (ch_ang",15103563,184B 3 Loin top butt CC_Choice,"top sirloin butt, iowa premium (ch)",15101164,NOT_FOUND,0.6998343467712402,0.6998352172153868,False
